clip_id,bird_name,scientific_name,family,xeno_canto_recording_id,recordist,source_url,license_name,license_url,original_length_seconds,clip_start_seconds,clip_end_seconds,clip_length_seconds,modified,commercial_allowed,derivatives_allowed,share_alike_required,app_safe,app_safe_reason
38,Mexican Duck,Anas diazi,"Ducks, Geese, and Swans (Anatidae)",941128,Richard E. Webster,https://xeno-canto.org/941128,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,17.0,0.0,17.0,17.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
694,Mexican Jay,Aphelocoma wollweberi,Jays and Crows (Corvidae),165770,Tayler Brooks,https://xeno-canto.org/165770,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,43.0,4.33,24.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
159,Mexican Violetear,Colibri thalassinus,Hummingbirds (Trochilidae),956901,Étienne Leroy,https://xeno-canto.org/956901,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,59.0,9.67,29.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
148,Mexican Whip-poor-will,Antrostomus arizonae,Goatsuckers (Caprimulgidae),846101,Ken Hall,https://xeno-canto.org/846101,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,55.0,8.33,28.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
725,Middendorff's Grasshopper Warbler,Helopsaltes ochotensis,Grassbirds (Locustellidae),906253,Zhanyi Lin,https://xeno-canto.org/906253,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,24.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
721,Millerbird,Acrocephalus familiaris,Reed Warblers (Acrocephalidae),144819,Eric VanderWerf,https://xeno-canto.org/144819,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,58.0,9.33,29.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
510,Mississippi Kite,Ictinia mississippiensis,"Hawks, Kites, Eagles, and Allies (Accipitridae)",669899,Russ Wigh,https://xeno-canto.org/669899,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,25.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
817,Mistle Thrush,Turdus viscivorus,Thrushes (Turdidae),1105384,Eetu Paljakka,https://xeno-canto.org/1105384,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,125.0,31.67,51.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
600,Mitred Parakeet,Psittacara mitratus,"Parakeets, Macaws, Amazons, and Parrots (Psittacidae)",578512,Sue Riffe,https://xeno-canto.org/578512,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,28.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
597,Monk Parakeet,Myiopsitta monachus,"Parakeets, Macaws, Amazons, and Parrots (Psittacidae)",316273,Sue Riffe,https://xeno-canto.org/316273,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,6.0,0.0,6.0,6.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
77,Montezuma Quail,Cyrtonyx montezumae,New World Quail (Odontophoridae),1000188,David Tattersley,https://xeno-canto.org/1000188,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,17.0,0.0,17.0,17.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
1084,Morelet's Seedeater,Sporophila morelleti,Tanagers and Allies (Thraupidae),147507,Paul Marvin,https://xeno-canto.org/147507,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,63.0,11.0,31.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
40,Mottled Duck,Anas fulvigula,"Ducks, Geese, and Swans (Anatidae)",192343,Paul Marvin,https://xeno-canto.org/192343,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,7.0,0.0,7.0,7.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
543,Mottled Owl,Strix virgata,Typical Owls (Strigidae),1091761,Sue Riffe,https://xeno-canto.org/1091761,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,9.0,0.0,9.0,9.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
418,Mottled Petrel,Pterodroma inexpectata,Shearwaters and Petrels (Procellariidae),295660,Johannes Fischer,https://xeno-canto.org/295660,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,65.0,11.67,31.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
804,Mountain Bluebird,Sialia currucoides,Thrushes (Turdidae),15012,Andrew Spencer,https://xeno-canto.org/15012,CC BY-NC-ND 2.5,https://creativecommons.org/licenses/by-nc-nd/2.5/,25.0,0.0,20.0,20.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
707,Mountain Chickadee,Poecile gambeli,Chickadees and Titmice (Paridae),1029980,Greg Irving,https://xeno-canto.org/1029980,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,12.0,0.0,12.0,12.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
227,Mountain Plover,Anarhynchus montanus,Lapwings and Plovers (Charadriidae),19093,Andrew Spencer,https://xeno-canto.org/19093,CC BY-NC-ND 2.5,https://creativecommons.org/licenses/by-nc-nd/2.5/,12.0,0.0,12.0,12.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
72,Mountain Quail,Oreortyx pictus,New World Quail (Odontophoridae),906442,Ed Pandolfino,https://xeno-canto.org/906442,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,88.0,19.33,39.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
118,Mourning Dove,Zenaida macroura,Pigeons and Doves (Columbidae),940517,Richard E. Webster,https://xeno-canto.org/940517,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,51.0,7.0,27.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
1021,Mourning Warbler,Geothlypis philadelphia,Wood-Warblers (Parulidae),1015226,Valerie Heemstra,https://xeno-canto.org/1015226,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,110.0,26.67,46.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
843,Mugimaki Flycatcher,Ficedula mugimaki,Old World Flycatchers (Muscicapidae),992636,Feather V,https://xeno-canto.org/992636,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,12.0,0.0,12.0,12.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
417,Murphy's Petrel,Pterodroma ultima,Shearwaters and Petrels (Procellariidae),1063637,Dr Jennifer Lavers,https://xeno-canto.org/1063637,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,36.0,2.0,22.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
23,Muscovy Duck,Cairina moschata,"Ducks, Geese, and Swans (Anatidae)",619235,JAYRSON ARAUJO DE OLIVEIRA,https://xeno-canto.org/619235,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,62.0,10.67,30.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
17,Mute Swan,Cygnus olor,"Ducks, Geese, and Swans (Anatidae)",48742,Ian Davies,https://xeno-canto.org/48742,CC BY-NC-ND 2.5,https://creativecommons.org/licenses/by-nc-nd/2.5/,7.0,0.0,7.0,7.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
598,Nanday Parakeet,Aratinga nenday,"Parakeets, Macaws, Amazons, and Parrots (Psittacidae)",785899,Andrew Durso,https://xeno-canto.org/785899,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,21.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
842,Narcissus Flycatcher,Ficedula narcissina,Old World Flycatchers (Muscicapidae),620099,Brendan Sloan,https://xeno-canto.org/620099,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,42.0,4.0,24.0,20.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
1016,Nashville Warbler,Leiothlypis ruficapilla,Wood-Warblers (Parulidae),1036373,Bobby Wilcox,https://xeno-canto.org/1036373,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,5.0,0.0,5.0,5.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
1096,Nashville Warbler,Leiothlypis ruficapilla,Wood-Warblers (Parulidae),1013956,Stanislas Wroza,https://xeno-canto.org/1013956,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,77.0,15.67,35.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
821,Naumann's Thrush,Turdus naumanni,Thrushes (Turdidae),1010630,Jochem Verweij,https://xeno-canto.org/1010630,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,69.0,13.0,33.0,20.0,yes,yes,yes,yes,yes,"Commercial derivatives allowed, but the trimmed clip must remain under the same ShareAlike license."
453,Nazca Booby,Sula granti,Boobies and Gannets (Sulidae),755157,Andy Birch,https://xeno-canto.org/755157,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,3.0,0.0,3.0,3.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
959,Nelson's Sparrow,Ammospiza nelsoni,Towhees and Sparrows (Passerellidae),960296,Beth Cottam,https://xeno-canto.org/960296,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,4.0,0.0,4.0,4.0,yes,yes,yes,no,yes,Commercial derivatives allowed with attribution.
464,Neotropic Cormorant,Nannopterum brasilianum,Cormorants (Phalacrocoracidae),819148,Sue Riffe,https://xeno-canto.org/819148,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,46.0,5.33,25.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
444,Newell's Shearwater,Puffinus newelli,Shearwaters and Petrels (Procellariidae),416522,Tim Holland,https://xeno-canto.org/416522,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,17.0,0.0,17.0,17.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
881,Nihoa Finch,Telespiza ultima,Fringilline and Cardueline Finches and Allies (Fringillidae),144829,Eric VanderWerf,https://xeno-canto.org/144829,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,20.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
613,Northern Beardless-Tyrannulet,Camptostoma imberbe,Tyrant Flycatchers (Tyrannidae),787030,Scott Crabtree,https://xeno-canto.org/787030,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,71.0,13.67,33.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
73,Northern Bobwhite,Colinus virginianus,New World Quail (Odontophoridae),862205,Percy Ulsamer,https://xeno-canto.org/862205,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,127.0,32.33,52.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
550,Northern Boobook,Ninox japonica,Typical Owls (Strigidae),1040476,Lars Lachmann,https://xeno-canto.org/1040476,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,17.0,0.0,17.0,17.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
1063,Northern Cardinal,Cardinalis cardinalis,"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",1100537,Jim Berry,https://xeno-canto.org/1100537,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,51.0,7.0,27.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
579,Northern Flicker,Colaptes auratus,Woodpeckers and Allies (Picidae),1007124,Ed Pandolfino,https://xeno-canto.org/1007124,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,26.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
411,Northern Fulmar,Fulmarus glacialis,Shearwaters and Petrels (Procellariidae),106041,Ryan P. O&#039;Donnell,https://xeno-canto.org/106041,CC BY-NC-ND 2.5,https://creativecommons.org/licenses/by-nc-nd/2.5/,13.0,0.0,13.0,13.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
457,Northern Gannet,Morus bassanus,Boobies and Gannets (Sulidae),929260,Denis Provencher,https://xeno-canto.org/929260,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,30.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
410,Northern Giant-Petrel,Macronectes halli,Shearwaters and Petrels (Procellariidae),623852,Hichem MACHOUK,https://xeno-canto.org/623852,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,26.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
504,Northern Harrier,Circus hudsonius,"Hawks, Kites, Eagles, and Allies (Accipitridae)",815811,Valerie Heemstra,https://xeno-canto.org/815811,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,34.0,1.33,21.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
537,Northern Hawk Owl,Surnia ulula,Typical Owls (Strigidae),356201,Frank Lambert,https://xeno-canto.org/356201,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,21.0,0.0,20.0,20.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
781,Northern House Wren,Troglodytes aedon,Wrens (Troglodytidae),1027246,Jim Berry,https://xeno-canto.org/1027246,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,126.0,32.0,52.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
230,Northern Jacana,Jacana spinosa,Jacanas (Jacanidae),297756,Aidan Place,https://xeno-canto.org/297756,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,5.0,0.0,5.0,5.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
223,Northern Lapwing,Vanellus vanellus,Lapwings and Plovers (Charadriidae),1105102,Paul Kelly,https://xeno-canto.org/1105102,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,54.0,8.0,28.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
797,Northern Mockingbird,Mimus polyglottos,Mockingbirds and Thrashers (Mimidae),1099409,Jim Berry,https://xeno-canto.org/1099409,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,92.0,20.67,40.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
1029,Northern Parula,Setophaga americana,Wood-Warblers (Parulidae),941062,Sue Riffe,https://xeno-canto.org/941062,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,98.0,22.67,42.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
1100,Northern Parula,Setophaga americana,Wood-Warblers (Parulidae),1082098,David Darrell-Lambert,https://xeno-canto.org/1082098,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,15.0,0.0,15.0,15.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
42,Northern Pintail,Anas acuta,"Ducks, Geese, and Swans (Anatidae)",1045871,AUDEVARD Aurélien,https://xeno-canto.org/1045871,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,18.0,0.0,18.0,18.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
538,Northern Pygmy-Owl,Glaucidium gnoma,Typical Owls (Strigidae),283089,Lauren Harter,https://xeno-canto.org/283089,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,65.0,11.67,31.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
734,Northern Rough-winged Swallow,Stelgidopteryx serripennis,Swallows (Hirundinidae),534846,Paul Marvin,https://xeno-canto.org/534846,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,9.0,0.0,9.0,9.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
549,Northern Saw-whet Owl,Aegolius acadicus,Typical Owls (Strigidae),982746,Peter Mundale,https://xeno-canto.org/982746,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,43.0,4.33,24.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
29,Northern Shoveler,Spatula clypeata,"Ducks, Geese, and Swans (Anatidae)",368726,Sue Riffe,https://xeno-canto.org/368726,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,9.0,0.0,9.0,9.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
683,Northern Shrike,Lanius borealis,Shrikes (Laniidae),91968,Andrew Spencer,https://xeno-canto.org/91968,CC BY-NC-ND 2.5,https://creativecommons.org/licenses/by-nc-nd/2.5/,170.0,46.67,66.67,20.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
1005,Northern Waterthrush,Parkesia noveboracensis,Wood-Warblers (Parulidae),1103267,Valerie Heemstra,https://xeno-canto.org/1103267,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,123.0,31.0,51.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
849,Northern Wheatear,Oenanthe oenanthe,Old World Flycatchers (Muscicapidae),406206,Patrik Åberg,https://xeno-canto.org/406206,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,167.0,45.67,65.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
573,Nuttall's Woodpecker,Dryobates nuttallii,Woodpeckers and Allies (Picidae),408009,Frank Lambert,https://xeno-canto.org/408009,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,10.0,0.0,10.0,10.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
619,Nutting's Flycatcher,Myiarchus nuttingi,Tyrant Flycatchers (Tyrannidae),131082,Lauren Harter,https://xeno-canto.org/131082,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,5.0,0.0,5.0,5.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
889,Oahu Amakihi,Chlorodrepanis flava,Fringilline and Cardueline Finches and Allies (Fringillidae),454888,Sean Erroll MacDonald,https://xeno-canto.org/454888,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,62.0,10.67,30.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
678,Oahu Elepaio,Chasiempis ibidis,Monarch Flycatchers (Monarchidae),410155,Dan Lane,https://xeno-canto.org/410155,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,25.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
713,Oak Titmouse,Baeolophus inornatus,Chickadees and Titmice (Paridae),1089607,Ed Pandolfino,https://xeno-canto.org/1089607,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,39.0,3.0,23.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
935,Olive Sparrow,Arremonops rufivirgatus,Towhees and Sparrows (Passerellidae),901092,David Tattersley,https://xeno-canto.org/901092,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,36.0,2.0,22.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
851,Olive Warbler,Peucedramus taeniatus,Olive Warblers (Peucedramidae),1005240,Ryan Douglas,https://xeno-canto.org/1005240,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,96.0,22.0,42.0,20.0,yes,yes,yes,yes,yes,"Commercial derivatives allowed, but the trimmed clip must remain under the same ShareAlike license."
867,Olive-backed Pipit,Anthus hodgsoni,Wagtails and Pipits (Motacillidae),201805,Elias Aristides Elias,https://xeno-canto.org/201805,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,19.0,0.0,19.0,19.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
640,Olive-sided Flycatcher,Contopus cooperi,Tyrant Flycatchers (Tyrannidae),962388,A Richardson,https://xeno-canto.org/962388,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,1.0,0.0,1.0,1.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
807,Omao,Myadestes obscurus,Thrushes (Turdidae),359187,Paul Buckley,https://xeno-canto.org/359187,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,7.0,0.0,7.0,7.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
809,Orange-billed Nightingale-Thrush,Catharus aurantiirostris,Thrushes (Turdidae),277476,Nancy Hetrick,https://xeno-canto.org/277476,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,46.0,5.33,25.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
1013,Orange-crowned Warbler,Leiothlypis celata,Wood-Warblers (Parulidae),1097624,Greg Irving,https://xeno-canto.org/1097624,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,83.0,17.67,37.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
1095,Orange-crowned Warbler,Leiothlypis celata,Wood-Warblers (Parulidae),367214,Matt Wistrand,https://xeno-canto.org/367214,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,133.0,34.33,54.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
981,Orchard Oriole,Icterus spurius,Blackbirds (Icteridae),905515,Bill Grantham,https://xeno-canto.org/905515,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,35.0,1.67,21.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
1086,Orchard Oriole,Icterus spurius,Blackbirds (Icteridae),1103919,Tom Cooney,https://xeno-canto.org/1103919,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,4.0,0.0,4.0,4.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
135,Oriental Cuckoo,Cuculus optatus,"Cuckoos, Roadrunners, and Anis (Cuculidae)",1058596,Manuel Oudard,https://xeno-canto.org/1058596,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,63.0,11.0,31.0,20.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
903,Oriental Greenfinch,Chloris sinica,Fringilline and Cardueline Finches and Allies (Fringillidae),992580,Bo Shunqi 薄顺奇,https://xeno-canto.org/992580,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,165.0,45.0,65.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
495,Oriental Honey-buzzard,Pernis ptilorhynchus,"Hawks, Kites, Eagles, and Allies (Accipitridae)",1071701,Leons Mathew Abraham,https://xeno-canto.org/1071701,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,105.0,25.0,45.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
297,Oriental Pratincole,Glareola maldivarum,Pratincoles (Glareolidae),1004709,David Darrell-Lambert,https://xeno-canto.org/1004709,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,8.0,0.0,8.0,8.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
530,Oriental Scops-Owl,Otus sunia,Typical Owls (Strigidae),1092917,Shuangqi Liu,https://xeno-canto.org/1092917,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,70.0,13.33,33.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
124,Oriental Turtle-Dove,Streptopelia orientalis,Pigeons and Doves (Columbidae),1067601,Hans Matheve,https://xeno-canto.org/1067601,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,18.0,0.0,18.0,18.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
492,Osprey,Pandion haliaetus,Ospreys (Pandionidae),758691,Bruce Lagerquist,https://xeno-canto.org/758691,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,79.0,16.33,36.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
1002,Ovenbird,Seiurus aurocapilla,Wood-Warblers (Parulidae),1037293,Bobby Wilcox,https://xeno-canto.org/1037293,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,33.0,1.0,21.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
156,Pacific (Fork-tailed) Swift,Apus pacificus,Swifts (Apodidae),1019539,Maurizio Azzolini,https://xeno-canto.org/1019539,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,11.0,0.0,11.0,11.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
216,Pacific Golden-Plover,Pluvialis fulva,Lapwings and Plovers (Charadriidae),420229,Steve Hampton,https://xeno-canto.org/420229,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,17.0,0.0,17.0,17.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
